Date,Return,,D1,D2,D3,D4,D5
3/12/2013 0:00,-0.002625138,2,0,1,0,0,0
4/12/2013 0:00,0.003027886,3,0,0,1,0,0
5/12/2013 0:00,-0.005056712,4,0,0,0,1,0
6/12/2013 0:00,-0.000934145,5,0,0,0,0,1
9/12/2013 0:00,0.009148153,1,1,0,0,0,0
10/12/2013 0:00,-0.000145721,2,0,1,0,0,0
11/12/2013 0:00,-0.001140016,3,0,0,1,0,0
12/12/2013 0:00,-0.008626314,4,0,0,0,1,0
13/12/2013 0:00,0.001865229,5,0,0,0,0,1
16/12/2013 0:00,-0.007557525,1,1,0,0,0,0
17/12/2013 0:00,0.00468712,2,0,1,0,0,0
18/12/2013 0:00,-0.000465771,3,0,0,1,0,0
19/12/2013 0:00,0.00696575,4,0,0,0,1,0
20/12/2013 0:00,0.000134382,5,0,0,0,0,1
23/12/2013 0:00,0.005683942,1,1,0,0,0,0
24/12/2013 0:00,-0.000706186,2,0,1,0,0,0
25/12/2013 0:00,0.002041528,3,0,0,1,0,0
26/12/2013 0:00,0.00213876,4,0,0,0,1,0
27/12/2013 0:00,0.005775305,5,0,0,0,0,1
30/12/2013 0:00,0.010302834,1,1,0,0,0,0
31/12/2013 0:00,-0.001383228,2,0,1,0,0,0
2/01/2014 0:00,0.000119632,4,0,0,0,1,0
3/01/2014 0:00,-0.007692758,5,0,0,0,0,1
6/01/2014 0:00,-0.005459215,1,1,0,0,0,0
7/01/2014 0:00,0.001444841,2,0,1,0,0,0
8/01/2014 0:00,0.005121779,3,0,0,1,0,0
9/01/2014 0:00,-0.004842237,4,0,0,0,1,0
10/01/2014 0:00,0.001721415,5,0,0,0,0,1
13/01/2014 0:00,0.004311139,1,1,0,0,0,0
14/01/2014 0:00,-0.002110576,2,0,1,0,0,0
15/01/2014 0:00,0.006344974,3,0,0,1,0,0
16/01/2014 0:00,0.001110745,4,0,0,0,1,0
17/01/2014 0:00,-0.001872414,5,0,0,0,0,1
20/01/2014 0:00,0.002969014,1,1,0,0,0,0
21/01/2014 0:00,-0.002515372,2,0,1,0,0,0
22/01/2014 0:00,0.002949102,3,0,0,1,0,0
23/01/2014 0:00,-0.003507494,4,0,0,0,1,0
24/01/2014 0:00,0.000373394,5,0,0,0,0,1
27/01/2014 0:00,-0.015912675,1,1,0,0,0,0
5/02/2014 0:00,-0.023686077,3,0,0,1,0,0
6/02/2014 0:00,0.005614243,4,0,0,0,1,0
7/02/2014 0:00,0.009143458,5,0,0,0,0,1
10/02/2014 0:00,0.000548364,1,1,0,0,0,0
11/02/2014 0:00,0.004590212,2,0,1,0,0,0
12/02/2014 0:00,0.009481036,3,0,0,1,0,0
13/02/2014 0:00,-0.005085236,4,0,0,0,1,0
14/02/2014 0:00,0.005415297,5,0,0,0,0,1
17/02/2014 0:00,0.000689255,1,1,0,0,0,0
18/02/2014 0:00,0.004296228,2,0,1,0,0,0
19/02/2014 0:00,0.002425613,3,0,0,1,0,0
20/02/2014 0:00,-0.006126879,4,0,0,0,1,0
21/02/2014 0:00,0.009020039,5,0,0,0,0,1
24/02/2014 0:00,-0.00480701,1,1,0,0,0,0
25/02/2014 0:00,0.001751817,2,0,1,0,0,0
26/02/2014 0:00,0.002938932,3,0,0,1,0,0
27/02/2014 0:00,0.00449174,4,0,0,0,1,0
3/03/2014 0:00,-0.004361516,1,1,0,0,0,0
4/03/2014 0:00,-0.005530323,2,0,1,0,0,0
5/03/2014 0:00,0.009121784,3,0,0,1,0,0
6/03/2014 0:00,0.009322908,4,0,0,0,1,0
7/03/2014 0:00,1.95E-05,5,0,0,0,0,1
10/03/2014 0:00,-0.005606685,1,1,0,0,0,0
11/03/2014 0:00,0.004271167,2,0,1,0,0,0
12/03/2014 0:00,-0.00202445,3,0,0,1,0,0
13/03/2014 0:00,0.007234736,4,0,0,0,1,0
14/03/2014 0:00,-0.00690094,5,0,0,0,0,1
17/03/2014 0:00,0.001434314,1,1,0,0,0,0
18/03/2014 0:00,0.003653142,2,0,1,0,0,0
19/03/2014 0:00,-0.004876824,3,0,0,1,0,0
20/03/2014 0:00,-0.010659093,4,0,0,0,1,0
21/03/2014 0:00,-0.002347686,5,0,0,0,0,1
24/03/2014 0:00,0.003283562,1,1,0,0,0,0
25/03/2014 0:00,0.009704786,2,0,1,0,0,0
26/03/2014 0:00,0.005505369,3,0,0,1,0,0
27/03/2014 0:00,0.004829737,4,0,0,0,1,0
28/03/2014 0:00,-0.000561764,5,0,0,0,0,1
31/03/2014 0:00,0.008470428,1,1,0,0,0,0
1/04/2014 0:00,0.002693776,2,0,1,0,0,0
2/04/2014 0:00,0.003633564,3,0,0,1,0,0
3/04/2014 0:00,-0.00190066,4,0,0,0,1,0
7/04/2014 0:00,-0.001362187,1,1,0,0,0,0
8/04/2014 0:00,0.001329556,2,0,1,0,0,0
9/04/2014 0:00,0.004750078,3,0,0,1,0,0
10/04/2014 0:00,0.001960918,4,0,0,0,1,0
11/04/2014 0:00,-0.004485835,5,0,0,0,0,1
14/04/2014 0:00,-0.005699823,1,1,0,0,0,0
15/04/2014 0:00,0.006671523,2,0,1,0,0,0
16/04/2014 0:00,0.000797101,3,0,0,1,0,0
17/04/2014 0:00,0.002276682,4,0,0,0,1,0
18/04/2014 0:00,0.002512449,5,0,0,0,0,1
21/04/2014 0:00,-0.00172674,1,1,0,0,0,0
22/04/2014 0:00,0.002624085,2,0,1,0,0,0
23/04/2014 0:00,-0.001984208,3,0,0,1,0,0
24/04/2014 0:00,-0.001281364,4,0,0,0,1,0
25/04/2014 0:00,-0.019338552,5,0,0,0,0,1
28/04/2014 0:00,0.004048025,1,1,0,0,0,0
29/04/2014 0:00,0.00705817,2,0,1,0,0,0
30/04/2014 0:00,-0.009134118,3,0,0,1,0,0
2/05/2014 0:00,0.008594074,5,0,0,0,0,1
5/05/2014 0:00,0.000350594,1,1,0,0,0,0
6/05/2014 0:00,0.004719166,2,0,1,0,0,0
7/05/2014 0:00,-0.002153246,3,0,0,1,0,0
8/05/2014 0:00,0.004228059,4,0,0,0,1,0
9/05/2014 0:00,-0.004624991,5,0,0,0,0,1
12/05/2014 0:00,-0.009162534,1,1,0,0,0,0
13/05/2014 0:00,0.001058639,2,0,1,0,0,0
14/05/2014 0:00,0.00646805,3,0,0,1,0,0
15/05/2014 0:00,0.000618416,4,0,0,0,1,0
16/05/2014 0:00,0.000877907,5,0,0,0,0,1
19/05/2014 0:00,0.001287381,1,1,0,0,0,0
20/05/2014 0:00,-0.001361655,2,0,1,0,0,0
21/05/2014 0:00,-0.002858573,3,0,0,1,0,0
22/05/2014 0:00,0.012024557,4,0,0,0,1,0
23/05/2014 0:00,0.00429305,5,0,0,0,0,1
26/05/2014 0:00,0.003092428,1,1,0,0,0,0
27/05/2014 0:00,0.00211923,2,0,1,0,0,0
28/05/2014 0:00,0.007308161,3,0,0,1,0,0
29/05/2014 0:00,-0.001394346,4,0,0,0,1,0
30/05/2014 0:00,-0.003639268,5,0,0,0,0,1
3/06/2014 0:00,0.005225446,2,0,1,0,0,0
4/06/2014 0:00,-0.0003837,3,0,0,1,0,0
5/06/2014 0:00,0.002273713,4,0,0,0,1,0
6/06/2014 0:00,-0.000685057,5,0,0,0,0,1
9/06/2014 0:00,0.003091216,1,1,0,0,0,0
10/06/2014 0:00,0.006486781,2,0,1,0,0,0
11/06/2014 0:00,0.000805292,3,0,0,1,0,0
12/06/2014 0:00,-0.002728525,4,0,0,0,1,0
13/06/2014 0:00,-0.000897856,5,0,0,0,0,1
16/06/2014 0:00,0.0007109,1,1,0,0,0,0
17/06/2014 0:00,0.004084899,2,0,1,0,0,0
18/06/2014 0:00,0.004247194,3,0,0,1,0,0
19/06/2014 0:00,0.003966279,4,0,0,0,1,0
20/06/2014 0:00,-0.004628103,5,0,0,0,0,1
23/06/2014 0:00,-0.004911921,1,1,0,0,0,0
24/06/2014 0:00,0.001932452,2,0,1,0,0,0
25/06/2014 0:00,-0.000437036,3,0,0,1,0,0
26/06/2014 0:00,0.008487887,4,0,0,0,1,0
27/06/2014 0:00,-0.00151498,5,0,0,0,0,1
30/06/2014 0:00,0.009223669,1,1,0,0,0,0
1/07/2014 0:00,0.005187124,2,0,1,0,0,0
2/07/2014 0:00,0.004548041,3,0,0,1,0,0
3/07/2014 0:00,0.004341714,4,0,0,0,1,0
4/07/2014 0:00,-0.001699982,5,0,0,0,0,1
7/07/2014 0:00,0.001066764,1,1,0,0,0,0
8/07/2014 0:00,0.001131717,2,0,1,0,0,0
9/07/2014 0:00,-0.00431104,3,0,0,1,0,0
10/07/2014 0:00,0.007886606,4,0,0,0,1,0
11/07/2014 0:00,-0.007269369,5,0,0,0,0,1
14/07/2014 0:00,0.002572549,1,1,0,0,0,0
15/07/2014 0:00,0.005120124,2,0,1,0,0,0
16/07/2014 0:00,-0.008863278,3,0,0,1,0,0
17/07/2014 0:00,-0.00809726,4,0,0,0,1,0
18/07/2014 0:00,-0.000773079,5,0,0,0,0,1
21/07/2014 0:00,0.004245854,1,1,0,0,0,0
22/07/2014 0:00,0.006165765,2,0,1,0,0,0
23/07/2014 0:00,0,3,0,0,1,0,0
24/07/2014 0:00,0.002962091,4,0,0,0,1,0
25/07/2014 0:00,-0.009305787,5,0,0,0,0,1
28/07/2014 0:00,-0.002026606,1,1,0,0,0,0
29/07/2014 0:00,-0.00300869,2,0,1,0,0,0
30/07/2014 0:00,0.005853825,3,0,0,1,0,0
31/07/2014 0:00,-0.01398209,4,0,0,0,1,0
1/08/2014 0:00,-0.005310408,5,0,0,0,0,1
4/08/2014 0:00,0.006848625,1,1,0,0,0,0
5/08/2014 0:00,-0.020437456,2,0,1,0,0,0
6/08/2014 0:00,0.000276647,3,0,0,1,0,0
7/08/2014 0:00,-0.001371165,4,0,0,0,1,0
8/08/2014 0:00,-0.00499309,5,0,0,0,0,1
11/08/2014 0:00,0.009524231,1,1,0,0,0,0
12/08/2014 0:00,-0.001067847,2,0,1,0,0,0
13/08/2014 0:00,0.007414176,3,0,0,1,0,0
14/08/2014 0:00,-7.57E-05,4,0,0,0,1,0
15/08/2014 0:00,-0.002581792,5,0,0,0,0,1
18/08/2014 0:00,-0.007139727,1,1,0,0,0,0
19/08/2014 0:00,0.011147268,2,0,1,0,0,0
20/08/2014 0:00,0.004777684,3,0,0,1,0,0
21/08/2014 0:00,-0.003739729,4,0,0,0,1,0
22/08/2014 0:00,0.013601505,5,0,0,0,0,1
25/08/2014 0:00,0.001120949,1,1,0,0,0,0
26/08/2014 0:00,0.000355594,2,0,1,0,0,0
27/08/2014 0:00,0.009706863,3,0,0,1,0,0
28/08/2014 0:00,-0.000761415,4,0,0,0,1,0
29/08/2014 0:00,-0.004451648,5,0,0,0,0,1
1/09/2014 0:00,0.008104821,1,1,0,0,0,0
2/09/2014 0:00,-0.011985674,2,0,1,0,0,0
3/09/2014 0:00,0.005371864,3,0,0,1,0,0
4/09/2014 0:00,-0.002273394,4,0,0,0,1,0
5/09/2014 0:00,-0.002224284,5,0,0,0,0,1
9/09/2014 0:00,0.002847692,2,0,1,0,0,0
10/09/2014 0:00,-0.008211798,3,0,0,1,0,0
11/09/2014 0:00,-0.00371083,4,0,0,0,1,0
12/09/2014 0:00,-0.010759277,5,0,0,0,0,1
15/09/2014 0:00,-0.000620339,1,1,0,0,0,0
16/09/2014 0:00,-0.009161441,2,0,1,0,0,0
17/09/2014 0:00,0.006740271,3,0,0,1,0,0
18/09/2014 0:00,0.004542097,4,0,0,0,1,0
19/09/2014 0:00,0.000370172,5,0,0,0,0,1
22/09/2014 0:00,-0.011515689,1,1,0,0,0,0
23/09/2014 0:00,-0.00546118,2,0,1,0,0,0
24/09/2014 0:00,0.001494754,3,0,0,1,0,0
25/09/2014 0:00,-0.009596982,4,0,0,0,1,0
26/09/2014 0:00,-0.002418649,5,0,0,0,0,1
29/09/2014 0:00,-0.003237842,1,1,0,0,0,0
30/09/2014 0:00,0.000687223,2,0,1,0,0,0
1/10/2014 0:00,0.002599501,3,0,0,1,0,0
2/10/2014 0:00,-0.001677591,4,0,0,0,1,0
3/10/2014 0:00,0.014500163,5,0,0,0,0,1
6/10/2014 0:00,-0.001224149,1,1,0,0,0,0
7/10/2014 0:00,-0.005991442,2,0,1,0,0,0
8/10/2014 0:00,-0.009516624,3,0,0,1,0,0
9/10/2014 0:00,0.001256666,4,0,0,0,1,0
13/10/2014 0:00,-0.028857442,1,1,0,0,0,0
14/10/2014 0:00,0.006521845,2,0,1,0,0,0
15/10/2014 0:00,-0.012957084,3,0,0,1,0,0
16/10/2014 0:00,-0.002524044,4,0,0,0,1,0
17/10/2014 0:00,-0.014091745,5,0,0,0,0,1
20/10/2014 0:00,0.017496906,1,1,0,0,0,0
21/10/2014 0:00,-0.00098165,2,0,1,0,0,0
22/10/2014 0:00,0.010824433,3,0,0,1,0,0
23/10/2014 0:00,-0.002032022,4,0,0,0,1,0
24/10/2014 0:00,-0.009790048,5,0,0,0,0,1
27/10/2014 0:00,-0.002110654,1,1,0,0,0,0
28/10/2014 0:00,0.01675423,2,0,1,0,0,0
29/10/2014 0:00,0.014723148,3,0,0,1,0,0
30/10/2014 0:00,-0.001754676,4,0,0,0,1,0
31/10/2014 0:00,0.009706204,5,0,0,0,0,1
3/11/2014 0:00,0.003348304,1,1,0,0,0,0
4/11/2014 0:00,-0.001742874,2,0,1,0,0,0
5/11/2014 0:00,-0.002961277,3,0,0,1,0,0
6/11/2014 0:00,-0.008018594,4,0,0,0,1,0
7/11/2014 0:00,0.002426537,5,0,0,0,0,1
10/11/2014 0:00,0.015294337,1,1,0,0,0,0
11/11/2014 0:00,-0.001751904,2,0,1,0,0,0
12/11/2014 0:00,-0.012832447,3,0,0,1,0,0
13/11/2014 0:00,0.006896233,4,0,0,0,1,0
14/11/2014 0:00,0.000246049,5,0,0,0,0,1
17/11/2014 0:00,-0.011024766,1,1,0,0,0,0
18/11/2014 0:00,-0.002853936,2,0,1,0,0,0
19/11/2014 0:00,0.011689967,3,0,0,1,0,0
20/11/2014 0:00,0.012817954,4,0,0,0,1,0
21/11/2014 0:00,0.001393493,5,0,0,0,0,1
24/11/2014 0:00,0.003382022,1,1,0,0,0,0
25/11/2014 0:00,-0.000667798,2,0,1,0,0,0
26/11/2014 0:00,0.000674329,3,0,0,1,0,0
27/11/2014 0:00,0.004693866,4,0,0,0,1,0
28/11/2014 0:00,0.002380153,5,0,0,0,0,1
1/12/2014 0:00,-0.007587139,1,1,0,0,0,0
2/12/2014 0:00,-0.009135987,2,0,1,0,0,0
3/12/2014 0:00,0.015428021,3,0,0,1,0,0
4/12/2014 0:00,0.005418446,4,0,0,0,1,0
5/12/2014 0:00,-0.002011759,5,0,0,0,0,1
8/12/2014 0:00,-0.002096382,1,1,0,0,0,0
9/12/2014 0:00,-0.006375763,2,0,1,0,0,0
10/12/2014 0:00,-0.010653689,3,0,0,1,0,0
11/12/2014 0:00,-0.002115778,4,0,0,0,1,0
12/12/2014 0:00,0.001580871,5,0,0,0,0,1
15/12/2014 0:00,-0.00463003,1,1,0,0,0,0
16/12/2014 0:00,-0.003871401,2,0,1,0,0,0
17/12/2014 0:00,-0.013785914,3,0,0,1,0,0
18/12/2014 0:00,0.005677946,4,0,0,0,1,0
19/12/2014 0:00,0.013523938,5,0,0,0,0,1
22/12/2014 0:00,0.010553621,1,1,0,0,0,0
23/12/2014 0:00,0.000297917,2,0,1,0,0,0
24/12/2014 0:00,0.009677418,3,0,0,1,0,0
25/12/2014 0:00,-0.002995878,4,0,0,0,1,0
26/12/2014 0:00,0.006027429,5,0,0,0,0,1
29/12/2014 0:00,0.007806374,1,1,0,0,0,0
30/12/2014 0:00,-0.001924104,2,0,1,0,0,0
31/12/2014 0:00,0.004180748,3,0,0,1,0,0
2/01/2015 0:00,0,5,0,0,0,0,1
5/01/2015 0:00,-0.003568031,1,1,0,0,0,0
6/01/2015 0:00,-0.024645387,2,0,1,0,0,0
7/01/2015 0:00,0.003502789,3,0,0,1,0,0
8/01/2015 0:00,0.017244602,4,0,0,0,1,0
9/01/2015 0:00,-0.002433151,5,0,0,0,0,1
12/01/2015 0:00,-0.004053558,1,1,0,0,0,0
13/01/2015 0:00,0.005812044,2,0,1,0,0,0
14/01/2015 0:00,-0.005601715,3,0,0,1,0,0
15/01/2015 0:00,-0.001650626,4,0,0,0,1,0
16/01/2015 0:00,-0.002928402,5,0,0,0,0,1
19/01/2015 0:00,0.003906607,1,1,0,0,0,0
20/01/2015 0:00,0.008426394,2,0,1,0,0,0
21/01/2015 0:00,0.007325224,3,0,0,1,0,0
22/01/2015 0:00,0.005329267,4,0,0,0,1,0
23/01/2015 0:00,0.010767433,5,0,0,0,0,1
26/01/2015 0:00,0.000710289,1,1,0,0,0,0
27/01/2015 0:00,0.004623338,2,0,1,0,0,0
28/01/2015 0:00,-0.001121231,3,0,0,1,0,0
29/01/2015 0:00,-0.008873258,4,0,0,0,1,0
30/01/2015 0:00,-0.006918,5,0,0,0,0,1
2/02/2015 0:00,0.002675367,1,1,0,0,0,0
3/02/2015 0:00,0.006555677,2,0,1,0,0,0
4/02/2015 0:00,0.006875591,3,0,0,1,0,0
5/02/2015 0:00,-0.000196586,4,0,0,0,1,0
6/02/2015 0:00,-0.005890932,5,0,0,0,0,1
9/02/2015 0:00,-0.003674151,1,1,0,0,0,0
10/02/2015 0:00,-0.002955039,2,0,1,0,0,0
11/02/2015 0:00,0.007267726,3,0,0,1,0,0
12/02/2015 0:00,0.003596258,4,0,0,0,1,0
13/02/2015 0:00,0.003490018,5,0,0,0,0,1
16/02/2015 0:00,0,1,1,0,0,0,0
17/02/2015 0:00,0,2,0,1,0,0,0
18/02/2015 0:00,0,3,0,0,1,0,0
20/02/2015 0:00,0,5,0,0,0,0,1
23/02/2015 0:00,0,1,1,0,0,0,0
24/02/2015 0:00,0.01042454,2,0,1,0,0,0
25/02/2015 0:00,0.00726065,3,0,0,1,0,0
26/02/2015 0:00,-0.00801597,4,0,0,0,1,0
27/02/2015 0:00,0,5,0,0,0,0,1
2/03/2015 0:00,-0.002157704,1,1,0,0,0,0
3/03/2015 0:00,0.000459119,2,0,1,0,0,0
4/03/2015 0:00,0.00166022,3,0,0,1,0,0
5/03/2015 0:00,-0.002772638,4,0,0,0,1,0
6/03/2015 0:00,0.005267936,5,0,0,0,0,1
9/03/2015 0:00,-0.008619986,1,1,0,0,0,0
10/03/2015 0:00,-0.002769727,2,0,1,0,0,0
11/03/2015 0:00,-0.001400922,3,0,0,1,0,0
12/03/2015 0:00,0.007617551,4,0,0,0,1,0
13/03/2015 0:00,-0.001736646,5,0,0,0,0,1
16/03/2015 0:00,-0.006959859,1,1,0,0,0,0
17/03/2015 0:00,0.002784989,2,0,1,0,0,0
18/03/2015 0:00,0.011878432,3,0,0,1,0,0
19/03/2015 0:00,0.00859212,4,0,0,0,1,0
20/03/2015 0:00,0.001330153,5,0,0,0,0,1
23/03/2015 0:00,0.000861135,1,1,0,0,0,0
24/03/2015 0:00,-0.002712164,2,0,1,0,0,0
25/03/2015 0:00,-0.006580617,3,0,0,1,0,0
26/03/2015 0:00,-0.00505109,4,0,0,0,1,0
27/03/2015 0:00,-0.012069524,5,0,0,0,0,1
30/03/2015 0:00,0.001907998,1,1,0,0,0,0
31/03/2015 0:00,0.006758374,2,0,1,0,0,0
1/04/2015 0:00,-0.008251839,3,0,0,1,0,0
2/04/2015 0:00,0.009698658,4,0,0,0,1,0
7/04/2015 0:00,0.004321761,2,0,1,0,0,0
8/04/2015 0:00,-0.007279218,3,0,0,1,0,0
9/04/2015 0:00,-0.000410625,4,0,0,0,1,0
10/04/2015 0:00,0.005176789,5,0,0,0,0,1
13/04/2015 0:00,0.005063149,1,1,0,0,0,0
14/04/2015 0:00,-0.002516976,2,0,1,0,0,0
15/04/2015 0:00,-0.010651615,3,0,0,1,0,0
16/04/2015 0:00,0.012169862,4,0,0,0,1,0
17/04/2015 0:00,-0.008939244,5,0,0,0,0,1
20/04/2015 0:00,-0.001890848,1,1,0,0,0,0
21/04/2015 0:00,-0.00197719,2,0,1,0,0,0
22/04/2015 0:00,0.008254041,3,0,0,1,0,0
23/04/2015 0:00,0.019009905,4,0,0,0,1,0
24/04/2015 0:00,0.011749046,5,0,0,0,0,1
27/04/2015 0:00,0.006018186,1,1,0,0,0,0
28/04/2015 0:00,-0.00163473,2,0,1,0,0,0
29/04/2015 0:00,-0.010398536,3,0,0,1,0,0
30/04/2015 0:00,-0.003434026,4,0,0,0,1,0
1/05/2015 0:00,0,5,0,0,0,0,1
4/05/2015 0:00,0.002541585,1,1,0,0,0,0
5/05/2015 0:00,-0.00253343,2,0,1,0,0,0
6/05/2015 0:00,-0.000196523,3,0,0,1,0,0
7/05/2015 0:00,-0.011688283,4,0,0,0,1,0
8/05/2015 0:00,-0.00124874,5,0,0,0,0,1
11/05/2015 0:00,-0.002922164,1,1,0,0,0,0
12/05/2015 0:00,0.001758721,2,0,1,0,0,0
13/05/2015 0:00,0.004471045,3,0,0,1,0,0
14/05/2015 0:00,-0.011717809,4,0,0,0,1,0
15/05/2015 0:00,-0.003267236,5,0,0,0,0,1
18/05/2015 0:00,0.002774913,1,1,0,0,0,0
19/05/2015 0:00,0.011454938,2,0,1,0,0,0
20/05/2015 0:00,-0.00324295,3,0,0,1,0,0
21/05/2015 0:00,-0.011083038,4,0,0,0,1,0
22/05/2015 0:00,0.006269377,5,0,0,0,0,1
25/05/2015 0:00,0.000660665,1,1,0,0,0,0
26/05/2015 0:00,0.002510046,2,0,1,0,0,0
27/05/2015 0:00,0.002492378,3,0,0,1,0,0
28/05/2015 0:00,0.001989017,4,0,0,0,1,0
29/05/2015 0:00,-0.001212485,5,0,0,0,0,1
1/06/2015 0:00,-0.00780061,1,1,0,0,0,0
2/06/2015 0:00,-0.001188222,2,0,1,0,0,0
3/06/2015 0:00,-0.006023794,3,0,0,1,0,0
4/06/2015 0:00,-0.021993799,4,0,0,0,1,0
5/06/2015 0:00,-0.000909638,5,0,0,0,0,1
8/06/2015 0:00,0.003025335,1,1,0,0,0,0
9/06/2015 0:00,-0.019026082,2,0,1,0,0,0
10/06/2015 0:00,0.011533686,3,0,0,1,0,0
11/06/2015 0:00,0.000429035,4,0,0,0,1,0
12/06/2015 0:00,-6.03E-05,5,0,0,0,0,1
15/06/2015 0:00,-0.00457393,1,1,0,0,0,0
16/06/2015 0:00,-0.005056262,2,0,1,0,0,0
17/06/2015 0:00,-0.002494234,3,0,0,1,0,0
18/06/2015 0:00,0.003100799,4,0,0,0,1,0
22/06/2015 0:00,0.013297447,1,1,0,0,0,0
23/06/2015 0:00,0.005270963,2,0,1,0,0,0
24/06/2015 0:00,0.000656778,3,0,0,1,0,0
25/06/2015 0:00,0.008374717,4,0,0,0,1,0
26/06/2015 0:00,-0.0014541,5,0,0,0,0,1
29/06/2015 0:00,-0.024224373,1,1,0,0,0,0
30/06/2015 0:00,0.009366884,2,0,1,0,0,0
1/07/2015 0:00,0.005584595,3,0,0,1,0,0
2/07/2015 0:00,0.000427606,4,0,0,0,1,0
3/07/2015 0:00,-0.002242541,5,0,0,0,0,1
6/07/2015 0:00,-0.010988556,1,1,0,0,0,0
7/07/2015 0:00,-0.000626799,2,0,1,0,0,0
8/07/2015 0:00,-0.030074223,3,0,0,1,0,0
9/07/2015 0:00,-0.006928998,4,0,0,0,1,0
13/07/2015 0:00,0.013348728,1,1,0,0,0,0
14/07/2015 0:00,0.000867447,2,0,1,0,0,0
15/07/2015 0:00,0.00137494,3,0,0,1,0,0
16/07/2015 0:00,-0.001325151,4,0,0,0,1,0
17/07/2015 0:00,0.000416903,5,0,0,0,0,1
20/07/2015 0:00,-0.007877578,1,1,0,0,0,0
21/07/2015 0:00,0.003443642,2,0,1,0,0,0
22/07/2015 0:00,-0.009736358,3,0,0,1,0,0
23/07/2015 0:00,-0.014408084,4,0,0,0,1,0
24/07/2015 0:00,-0.002649331,5,0,0,0,0,1
27/07/2015 0:00,-0.024380575,1,1,0,0,0,0
28/07/2015 0:00,0.003011881,2,0,1,0,0,0
29/07/2015 0:00,-0.002217404,3,0,0,1,0,0
30/07/2015 0:00,0.010224883,4,0,0,0,1,0
31/07/2015 0:00,0.001599555,5,0,0,0,0,1
3/08/2015 0:00,-0.016397312,1,1,0,0,0,0
4/08/2015 0:00,-0.001590794,2,0,1,0,0,0
5/08/2015 0:00,0.003683689,3,0,0,1,0,0
6/08/2015 0:00,-0.010912407,4,0,0,0,1,0
7/08/2015 0:00,-0.000860715,5,0,0,0,0,1
10/08/2015 0:00,0.002903736,1,1,0,0,0,0
11/08/2015 0:00,-0.008623538,2,0,1,0,0,0
12/08/2015 0:00,-0.013282718,3,0,0,1,0,0
13/08/2015 0:00,0.003417918,4,0,0,0,1,0
14/08/2015 0:00,-0.000734242,5,0,0,0,0,1
17/08/2015 0:00,-0.011165367,1,1,0,0,0,0
18/08/2015 0:00,-0.004417127,2,0,1,0,0,0
19/08/2015 0:00,-0.019184463,3,0,0,1,0,0
20/08/2015 0:00,0.000993071,4,0,0,0,1,0
21/08/2015 0:00,-0.030715481,5,0,0,0,0,1
24/08/2015 0:00,-0.049569092,1,1,0,0,0,0
25/08/2015 0:00,0.035175394,2,0,1,0,0,0
26/08/2015 0:00,0.005191242,3,0,0,1,0,0
27/08/2015 0:00,0.014023265,4,0,0,0,1,0
28/08/2015 0:00,0.024569992,5,0,0,0,0,1
31/08/2015 0:00,0.019234727,1,1,0,0,0,0
1/09/2015 0:00,-0.019436778,2,0,1,0,0,0
2/09/2015 0:00,0.002208952,3,0,0,1,0,0
3/09/2015 0:00,0.007520865,4,0,0,0,1,0
4/09/2015 0:00,-0.01184741,5,0,0,0,0,1
7/09/2015 0:00,-0.001756415,1,1,0,0,0,0
8/09/2015 0:00,0.001868888,2,0,1,0,0,0
9/09/2015 0:00,0.035049335,3,0,0,1,0,0
10/09/2015 0:00,-0.002203513,4,0,0,0,1,0
11/09/2015 0:00,0.004481666,5,0,0,0,0,1
14/09/2015 0:00,0.000176936,1,1,0,0,0,0
15/09/2015 0:00,-0.005710042,2,0,1,0,0,0
16/09/2015 0:00,0.008834936,3,0,0,1,0,0
17/09/2015 0:00,0.013375414,4,0,0,0,1,0
18/09/2015 0:00,0.0019683,5,0,0,0,0,1
21/09/2015 0:00,-0.018498702,1,1,0,0,0,0
22/09/2015 0:00,0.007062948,2,0,1,0,0,0
23/09/2015 0:00,-0.020834918,3,0,0,1,0,0
24/09/2015 0:00,-0.008619517,4,0,0,0,1,0
25/09/2015 0:00,0.00113808,5,0,0,0,0,1
30/09/2015 0:00,0.00599381,3,0,0,1,0,0
1/10/2015 0:00,0.013922533,4,0,0,0,1,0
2/10/2015 0:00,0.001095098,5,0,0,0,0,1
5/10/2015 0:00,0.005682788,1,1,0,0,0,0
6/10/2015 0:00,0.004984856,2,0,1,0,0,0
7/10/2015 0:00,0.011975853,3,0,0,1,0,0
8/10/2015 0:00,-0.005816669,4,0,0,0,1,0
12/10/2015 0:00,0.015013463,1,1,0,0,0,0
13/10/2015 0:00,-0.000676692,2,0,1,0,0,0
14/10/2015 0:00,-0.005314116,3,0,0,1,0,0
15/10/2015 0:00,0.009228006,4,0,0,0,1,0
16/10/2015 0:00,0.000398764,5,0,0,0,0,1
19/10/2015 0:00,0.003080661,1,1,0,0,0,0
20/10/2015 0:00,0.002557072,2,0,1,0,0,0
21/10/2015 0:00,-0.005140436,3,0,0,1,0,0
22/10/2015 0:00,-8.95E-05,4,0,0,0,1,0
23/10/2015 0:00,0.007562655,5,0,0,0,0,1
26/10/2015 0:00,0.008215223,1,1,0,0,0,0
27/10/2015 0:00,-0.00504854,2,0,1,0,0,0
28/10/2015 0:00,-0.004068578,3,0,0,1,0,0
