Date,Adj Close,SMA_20,SMA_50,Return,Strategy1,Strategy4
2/01/2012 0:00,12.11966,12.5252035,12.768528,0,0,0
3/01/2012 0:00,12.11966,12.4529515,12.7797154,0,0,0
4/01/2012 0:00,12.11966,12.4063375,12.7862414,0,0,0
5/01/2012 0:00,12.11966,12.338747,12.7992934,0,0,0
6/01/2012 0:00,12.02643,12.3014555,12.811413,-0.0077222,0,0.0077222
9/01/2012 0:00,11.97982,12.2688255,12.8058192,-0.00388316,0,0.00388316
10/01/2012 0:00,12.77226,12.2478495,12.8002256,0.064052064,0,-0.064052064
11/01/2012 0:00,13.33163,12.2641645,12.8002256,0.042863776,0,-0.042863776
12/01/2012 0:00,13.28501,12.31544,12.8020902,-0.003503075,0,0.003503075
13/01/2012 0:00,12.95871,12.3900225,12.8067516,-0.024868183,0,0.024868183
16/01/2012 0:00,13.28501,12.445959,12.7871736,0.024868183,0,-0.024868183
17/01/2012 0:00,13.93761,12.51588,12.7741216,0.04795461,0,-0.04795461
18/01/2012 0:00,13.79777,12.6137695,12.775054,-0.010083957,0,0.010083957
19/01/2012 0:00,13.79777,12.665045,12.78158,0,0,0
20/01/2012 0:00,13.79777,12.730305,12.8020902,0,0,0
23/01/2012 0:00,13.79777,12.77925,12.8048872,0,0,0
24/01/2012 0:00,13.79777,12.8375175,12.8058196,0,0,0
25/01/2012 0:00,13.79777,12.8934545,12.8020906,0,0,0
26/01/2012 0:00,13.79777,12.9657065,12.8076844,0,0,0
27/01/2012 0:00,13.79777,13.0379585,12.8104814,0,0,0
30/01/2012 0:00,14.68343,13.121864,12.8300594,0.062212662,0.062212662,0.062212662
31/01/2012 0:00,14.73005,13.2500525,12.8748088,0.003169978,0.003169978,0.003169978
1/02/2012 0:00,14.77666,13.380572,12.9139646,0.003159284,0.003159284,0.003159284
2/02/2012 0:00,15.80217,13.513422,12.971766,0.067098363,0.067098363,0.067098363
3/02/2012 0:00,16.2217,13.6975475,13.0398226,0.02620258,0.02620258,0.02620258
6/02/2012 0:00,15.5691,13.907311,13.1218634,-0.041061671,-0.041061671,-0.041061671
7/02/2012 0:00,15.66233,14.086775,13.1740712,0.005970286,0.005970286,0.005970286
