Date,Adj Close,SMA_20,SMA_50,Return,Strategy1,Strategy4
2/01/2012 0:00,438.7012,409.527985,491.742526,0,0,0
3/01/2012 0:00,438.7012,411.66853,488.405926,0,0,0
4/01/2012 0:00,438.7012,413.389795,485.17525,0,0,0
5/01/2012 0:00,438.7012,416.435105,481.820996,0,0,0
6/01/2012 0:00,425.4607,420.07624,478.396126,-0.030645962,0,0.030645962
9/01/2012 0:00,403.3932,423.45256,474.688792,-0.053260813,0,0.053260813
10/01/2012 0:00,396.773,425.306225,470.646032,-0.01654744,0,0.01654744
11/01/2012 0:00,406.0413,426.343395,466.982834,0.02309055,0,-0.02309055
12/01/2012 0:00,409.1308,426.961285,463.575618,0.007580031,0,-0.007580031
13/01/2012 0:00,424.578,427.932255,460.706848,0.037060825,0,-0.037060825
16/01/2012 0:00,428.5501,429.763855,457.899866,0.009311916,0,-0.009311916
17/01/2012 0:00,437.3771,431.55132,454.942826,0.020388101,0,-0.020388101
18/01/2012 0:00,431.1982,432.41195,452.215288,-0.014227907,0,0.014227907
19/01/2012 0:00,431.1982,431.50718,449.275902,0,0,0
20/01/2012 0:00,431.1982,430.60241,446.689594,0,0,0
23/01/2012 0:00,431.1982,429.521105,443.962054,0,0,0
24/01/2012 0:00,431.1982,428.08672,440.440086,0,0,0
25/01/2012 0:00,431.1982,427.755705,436.88281,0,0,0
26/01/2012 0:00,431.1982,427.402625,433.449112,0,0,0
27/01/2012 0:00,431.1982,427.15988,429.90949,0,0,0
30/01/2012 0:00,435.1704,426.78473,426.881834,0.009169833,0,-0.009169833
31/01/2012 0:00,428.5501,426.60819,424.339662,-0.015330028,-0.015330028,-0.015330028
1/02/2012 0:00,458.1205,426.100635,422.318282,0.066724599,0.066724599,0.066724599
2/02/2012 0:00,489.8977,427.0716,421.506198,0.067064344,0.067064344,0.067064344
3/02/2012 0:00,498.7247,429.631425,422.018164,0.017857646,0.017857646,0.017857646
6/02/2012 0:00,486.3669,433.294625,423.35104,-0.025090963,-0.025090963,-0.025090963
7/02/2012 0:00,452.8243,437.44331,424.75453,-0.071459086,-0.071459086,-0.071459086
8/02/2012 0:00,483.7188,440.245875,425.089954,0.065999555,0.065999555,0.065999555
9/02/2012 0:00,503.1382,444.12975,426.343386,0.039361138,0.039361138,0.039361138
10/02/2012 0:00,496.0766,448.83012,427.764532,-0.014134534,-0.014134534,-0.014134534
13/02/2012 0:00,496.9593,452.40505,429.17685,0.001777781,0.001777781,0.001777781
14/02/2012 0:00,511.9652,455.82551,431.19823,0.029748523,0.029748523,0.029748523
15/02/2012 0:00,518.144,459.554915,433.352016,0.011996542,0.011996542,0.011996542
16/02/2012 0:00,501.3728,463.902205,436.158996,-0.03290326,-0.03290326,-0.03290326
17/02/2012 0:00,506.669,467.410935,438.868882,0.010507994,0.010507994,0.010507994
20/02/2012 0:00,511.9652,471.184475,441.843576,0.010398724,0.010398724,0.010398724
21/02/2012 0:00,520.7921,475.222825,444.756482,0.017094268,0.017094268,0.017094268
22/02/2012 0:00,549.9212,479.70252,447.651732,0.054424073,0.054424073,0.054424073
23/02/2012 0:00,554.3347,485.63867,450.776486,0.007993661,0.007993661,0.007993661
24/02/2012 0:00,555.2174,491.795495,454.068952,0.001591093,0.001591093,0.001591093
