Date,Adj Close,SMA_20,SMA_50,Long or Short,Return,Strategy1,Strategy2,Strategy3,Strategy4
3/02/2012 0:00,7674.955467,7202.781874,7069.420564,1,0.002939861,0.002939861,0,0,0.002939861
6/02/2012 0:00,7687.945154,7233.697749,7075.169942,1,0.001691047,0.001691047,0,0,0.001691047
7/02/2012 0:00,7707.405027,7264.355618,7081.173313,1,0.002528021,0.002528021,0.002528021,0.002528021,0.002528021
8/02/2012 0:00,7869.874506,7296.123467,7090.646473,1,0.020860558,0.020860558,0,0,0.020860558
9/02/2012 0:00,7910.74395,7342.008269,7107.191799,1,0.005179713,0.005179713,0,0,0.005179713
10/02/2012 0:00,7862.234404,7384.87807,7125.406716,1,-0.006150988,-0.006150988,0,0,-0.006150988
13/02/2012 0:00,7912.874311,7423.842884,7146.523417,1,0.006420251,0.006420251,0,0,0.006420251
14/02/2012 0:00,7884.044364,7462.945221,7167.493723,1,-0.003650076,-0.003650076,-0.003650076,-0.003650076,-0.003650076
15/02/2012 0:00,8005.203971,7501.123564,7189.484824,1,0.01525081,0.01525081,0,0,0.01525081
16/02/2012 0:00,7869.664546,7546.733367,7211.613933,1,-0.017076389,-0.017076389,0,0,-0.017076389
17/02/2012 0:00,7894.324102,7581.274715,7229.234859,1,0.003128596,0.003128596,0,0,0.003128596
20/02/2012 0:00,7954.783789,7616.58205,7249.039564,1,0.007629449,0.007629449,0,0,0.007629449
21/02/2012 0:00,7921.464116,7654.993863,7264.562092,1,-0.00419743,-0.00419743,-0.00419743,-0.00419743,-0.00419743
22/02/2012 0:00,8001.643929,7691.991694,7280.178417,1,0.01007096,0.01007096,0,0,0.01007096
23/02/2012 0:00,7937.263849,7736.894493,7298.250338,1,-0.008078399,-0.008078399,0,0,-0.008078399
24/02/2012 0:00,7959.303788,7772.705317,7317.870649,1,0.00277292,0.00277292,0,0,0.00277292
29/02/2012 0:00,8121.403152,7808.987648,7336.397362,1,0.020161409,0.020161409,0,0,0.020161409
1/03/2012 0:00,8118.303068,7844.688976,7359.16806,1,-0.000381791,-0.000381791,0,0,-0.000381791
2/03/2012 0:00,8144.003147,7874.751828,7383.668749,1,0.003160696,0.003160696,0,0,0.003160696
5/03/2012 0:00,8004.703973,7904.493197,7407.568641,1,-0.017252481,-0.017252481,0,0,-0.017252481
6/03/2012 0:00,7937.934256,7922.107131,7429.737144,1,-0.008376293,-0.008376293,-0.008376293,-0.008376293,-0.008376293
7/03/2012 0:00,7903.044278,7935.25607,7450.04506,1,-0.004405035,-0.004405035,0,0,-0.004405035
8/03/2012 0:00,7984.523889,7946.011026,7472.814762,1,0.010257117,0.010257117,0,0,0.010257117
9/03/2012 0:00,8015.973453,7959.866969,7496.804057,1,0.003931078,0.003931078,0,0,0.003931078
12/03/2012 0:00,7927.513893,7967.171917,7524.457526,1,-0.011096753,-0.011096753,0,0,-0.011096753
13/03/2012 0:00,8031.473383,7968.010414,7549.755604,1,0.013028516,0.013028516,0.013028516,0.013028516,0.013028516
14/03/2012 0:00,8125.222959,7976.472363,7571.056104,1,0.011605173,0.011605173,0,0,0.011605173
15/03/2012 0:00,8121.583327,7987.089795,7594.234192,1,-0.000448043,-0.000448043,0,0,-0.000448043
16/03/2012 0:00,8054.903453,7998.966743,7614.451903,1,-0.008244096,-0.008244096,0,0,-0.008244096
19/03/2012 0:00,8043.883483,8001.451718,7633.699013,1,-0.001369044,-0.001369044,0,0,-0.001369044
20/03/2012 0:00,7972.664079,8010.162664,7652.876729,1,-0.008893287,-0.008893287,-0.008893287,-0.008893287,-0.008893287
21/03/2012 0:00,7981.903784,8014.079663,7671.197252,1,0.001158252,0.001158252,0,0,0.001158252
22/03/2012 0:00,8059.90343,8015.435663,7689.339572,1,0.009724623,0.009724623,0,0,0.009724623
23/03/2012 0:00,8076.573277,8022.357629,7709.09668,1,0.002066108,0.002066108,0,0,0.002066108
26/03/2012 0:00,7967.584024,8026.104096,7731.584576,1,-0.01358637,-0.01358637,0,0,-0.01358637
27/03/2012 0:00,8029.423588,8027.620105,7749.869298,1,0.00773143,0.00773143,0.00773143,0.00773143,0.00773143
28/03/2012 0:00,8038.033412,8031.126095,7768.799007,1,0.00107171,0.00107171,0,0,0.00107171
29/03/2012 0:00,7872.624493,8026.957608,7786.943124,1,-0.020792965,-0.020792965,0,0,-0.020792965
30/03/2012 0:00,7932.964064,8014.673679,7801.986063,1,0.007635257,0.007635257,0,0,0.007635257
2/04/2012 0:00,7862.864284,8004.121725,7818.785187,1,-0.008875792,-0.008875792,0,0,-0.008875792
3/04/2012 0:00,7760.814941,7997.02974,7832.46572,1,-0.013063606,-0.013063606,-0.013063606,-0.013063606,-0.013063606
5/04/2012 0:00,7639.785216,7988.173775,7843.918471,1,-0.015717857,-0.015717857,0,0,-0.015717857
6/04/2012 0:00,7706.224857,7975.010822,7852.983225,1,0.008658936,0.008658936,0,0,0.008658936
9/04/2012 0:00,7600.835686,7961.09587,7863.477572,1,-0.013770225,-0.013770225,0,0,-0.013770225
10/04/2012 0:00,7640.645564,7940.338982,7873.422527,1,0.005223898,0.005223898,0.005223898,0.005223898,0.005223898
11/04/2012 0:00,7656.635238,7925.995565,7881.814491,1,0.002090526,0.002090526,0,0,0.002090526
12/04/2012 0:00,7662.885209,7907.253658,7890.274052,1,0.000815949,0.000815949,0,0,0.000815949
13/04/2012 0:00,7788.234739,7884.13677,7895.384224,-1,0.016225656,0,0,-0.016225656,-0.016225656
16/04/2012 0:00,7729.824847,7867.469341,7900.807999,-1,-0.007528025,0,0,0.007528025,0.007528025
17/04/2012 0:00,7585.835754,7851.215411,7904.42098,-1,-0.018803412,0,0,0.018803412,0.018803412
18/04/2012 0:00,7604.96555,7828.313024,7903.089189,-1,0.002518604,0,0,-0.002518604,-0.002518604
19/04/2012 0:00,7622.655411,7809.928098,7901.689391,-1,0.002323392,0,0,-0.002323392,-0.002323392
20/04/2012 0:00,7507.115895,7791.965679,7900.383596,-1,-0.015273431,0,0,0.015273431,0.015273431
23/04/2012 0:00,7481.055955,7764.326302,7896.377814,-1,-0.003477404,0,0,0.003477404,0.003477404
24/04/2012 0:00,7498.805874,7734.550436,7888.601443,-1,0.002369839,0,0,-0.002369839,-0.002369839
25/04/2012 0:00,7563.145915,7711.111529,7880.362681,-1,0.008543439,0,0,-0.008543439,-0.008543439
26/04/2012 0:00,7521.316026,7687.797645,7874.380911,-1,-0.005546104,0,0,0.005546104,0.005546104
27/04/2012 0:00,7480.466114,7661.961776,7866.549746,-1,-0.005446021,0,0,0.005446021,0.005446021
30/04/2012 0:00,7501.686232,7642.353857,7858.478181,-1,0.002832721,0,0,-0.002832721,-0.002832721
2/05/2012 0:00,7676.775283,7620.789965,7848.407826,-1,0.023071748,0,0,-0.023071748,-0.023071748
3/05/2012 0:00,7659.495088,7611.485515,7844.550041,-1,-0.002253508,0,0,0.002253508,0.002253508
4/05/2012 0:00,7700.91531,7606.419523,7839.85346,-1,0.005393127,0,0,-0.005393127,-0.005393127
7/05/2012 0:00,7538.045931,7609.476027,7834.776091,-1,-0.021376205,0,0,0.021376205,0.021376205
8/05/2012 0:00,7545.675779,7601.067081,7827.107727,-1,0.001011667,0,0,-0.001011667,-0.001011667
9/05/2012 0:00,7475.676096,7598.309086,7817.988364,-1,-0.009320092,0,0,0.009320092,0.009320092
10/05/2012 0:00,7483.975863,7590.060612,7808.756609,-1,0.00110962,0,0,-0.00110962,-0.00110962
11/05/2012 0:00,7401.336589,7581.427644,7799.25005,-1,-0.011103579,0,0,0.011103579,0.011103579
14/05/2012 0:00,7377.146758,7568.350213,7784.848719,-1,-0.003273658,0,0,0.003273658,0.003273658
15/05/2012 0:00,7395.606635,7547.795814,7770.025593,-1,0.00249918,0,0,-0.00249918,-0.00249918
16/05/2012 0:00,7234.537052,7531.084903,7755.057663,-1,-0.022019755,0,0,0.022019755,0.022019755
17/05/2012 0:00,7356.736694,7513.519968,7739.654324,-1,0.01675008,0,0,-0.01675008,-0.01675008
18/05/2012 0:00,7151.157547,7501.108525,7728.030373,-1,-0.028342212,0,0,0.028342212,0.028342212
21/05/2012 0:00,7192.1974,7477.533632,7712.992638,-1,0.005722506,0,0,-0.005722506,-0.005722506
22/05/2012 0:00,7274.857182,7461.787707,7697.146109,-1,0.011427438,0,0,-0.011427438,-0.011427438
23/05/2012 0:00,7147.717621,7451.477768,7682.323783,-1,-0.01763109,0,0,0.01763109,0.01763109
24/05/2012 0:00,7124.857861,7433.923356,7666.727858,-1,-0.003203315,0,0,0.003203315,0.003203315
25/05/2012 0:00,7071.597849,7412.008953,7648.595547,-1,-0.007503318,0,0,0.007503318,0.007503318
28/05/2012 0:00,7135.967674,7389.523044,7627.523045,-1,0.009061407,0,0,-0.009061407,-0.009061407
29/05/2012 0:00,7342.256779,7372.298122,7607.810732,-1,0.028498393,0,0,-0.028498393,-0.028498393
30/05/2012 0:00,7261.766909,7364.32665,7593.557799,-1,-0.011023083,0,0,0.011023083,0.011023083
31/05/2012 0:00,7301.466925,7343.576231,7577.915467,-1,0.005452101,0,0,-0.005452101,-0.005452101
1/06/2012 0:00,7106.057653,7325.674823,7564.491524,-1,-0.027127666,0,0,0.027127666,0.027127666
4/06/2012 0:00,6894.628924,7295.93194,7546.974601,-1,-0.030204919,0,0,0.030204919,0.030204919
5/06/2012 0:00,7000.418484,7263.76109,7523.669111,-1,0.015227239,0,0,-0.015227239,-0.015227239
6/06/2012 0:00,7056.117938,7236.498225,7502.146015,-1,0.007925102,0,0,-0.007925102,-0.007925102
7/06/2012 0:00,7080.277985,7215.520317,7483.916694,-1,0.003418137,0,0,-0.003418137,-0.003418137
8/06/2012 0:00,6999.618194,7195.335423,7464.933782,-1,-0.011457566,0,0,0.011457566,0.011457566
11/06/2012 0:00,7120.197726,7175.249503,7444.165477,-1,0.017079892,0,0,-0.017079892,-0.017079892
12/06/2012 0:00,7072.048042,7162.402052,7429.116942,-1,-0.006785377,0,0,0.006785377,0.006785377
13/06/2012 0:00,7088.797966,7146.224122,7411.898622,-1,0.002365668,0,0,-0.002365668,-0.002365668
14/06/2012 0:00,7075.068048,7138.937168,7396.417295,-1,-0.001938725,0,0,0.001938725,0.001938725
15/06/2012 0:00,7155.797663,7124.853735,7382.702357,-1,0.011345829,0,0,-0.011345829,-0.011345829
18/06/2012 0:00,7281.467015,7125.085741,7373.022606,-1,0.017409465,0,0,-0.017409465,-0.017409465
19/06/2012 0:00,7273.096936,7129.549222,7364.527449,-1,-0.001150166,0,0,0.001150166,0.001150166
20/06/2012 0:00,7334.596657,7129.46121,7357.972674,-1,0.008420232,0,0,-0.008420232,-0.008420232
21/06/2012 0:00,7279.016831,7138.805161,7351.851696,-1,-0.007606619,0,0,0.007606619,0.007606619
22/06/2012 0:00,7222.017089,7146.51311,7344.299328,-1,-0.007861513,0,0,0.007861513,0.007861513
25/06/2012 0:00,7166.347419,7154.034072,7335.481966,-1,-0.00773819,0,0,0.00773819,0.00773819
26/06/2012 0:00,7137.897841,7155.553059,7323.044219,-1,-0.003977786,0,0,0.003977786,0.003977786
27/06/2012 0:00,7182.977227,7145.335112,7311.205679,-1,0.00629564,0,0,-0.00629564,-0.00629564
28/06/2012 0:00,7169.577385,7141.395628,7303.148509,-1,-0.001867242,0,0,0.001867242,0.001867242
29/06/2012 0:00,7296.246733,7134.801151,7294.440745,-1,0.017513359,0,0,-0.017513359,-0.017513359
2/07/2012 0:00,7345.126883,7144.310605,7287.912572,-1,0.006677014,0,0,-0.006677014,-0.006677014
3/07/2012 0:00,7418.326258,7166.835503,7284.672792,-1,0.009916376,0,0,-0.009916376,-0.009916376
4/07/2012 0:00,7422.55622,7187.730892,7283.418198,-1,0.000570042,0,0,-0.000570042,-0.000570042
5/07/2012 0:00,7387.746319,7206.052806,7281.893205,-1,-0.004700777,0,0,0.004700777,0.004700777
6/07/2012 0:00,7368.556464,7221.426223,7278.385213,-1,-0.002600904,0,0,0.002600904,0.002600904
9/07/2012 0:00,7309.926847,7239.873136,7275.330021,-1,-0.007988554,0,0,0.007988554,0.007988554
10/07/2012 0:00,7251.317249,7249.359592,7271.919236,-1,-0.008050125,0,0,0.008050125,0.008050125
11/07/2012 0:00,7257.877278,7258.323053,7266.911856,-1,0.000904258,0,0,-0.000904258,-0.000904258
12/07/2012 0:00,7130.897873,7266.777018,7258.533896,1,-0.017650245,-0.017650245,0,0,-0.017650245
13/07/2012 0:00,7104.237838,7269.568509,7247.961952,1,-0.003745671,-0.003745671,0,0,-0.003745671
16/07/2012 0:00,7090.007922,7266.990518,7236.028403,1,-0.002005027,-0.002005027,0,0,-0.002005027
17/07/2012 0:00,7126.967715,7257.417563,7227.067642,1,0.005199401,0.005199401,0.005199401,0.005199401,0.005199401
18/07/2012 0:00,7049.017873,7250.111102,7218.693481,1,-0.01099756,-0.01099756,0,0,-0.01099756
19/07/2012 0:00,7148.537442,7235.832163,7210.160317,1,0.014019484,0.014019484,0,0,0.014019484
20/07/2012 0:00,7164.64772,7229.308194,7203.451548,1,0.002251111,0.002251111,0,0,0.002251111
23/07/2012 0:00,7028.698141,7226.439725,7198.717771,1,-0.019157391,-0.019157391,0,0,-0.019157391
24/07/2012 0:00,7008.31835,7219.557261,7191.748799,1,-0.002903723,-0.002903723,-0.002903723,-0.002903723,-0.002903723
25/07/2012 0:00,6979.098268,7213.078287,7184.003033,1,-0.004178059,-0.004178059,0,0,-0.004178059
26/07/2012 0:00,6970.658365,7202.884339,7178.894257,1,-0.001210043,-0.001210043,0,0,-0.001210043
27/07/2012 0:00,7124.457961,7192.938388,7171.172691,1,0.02182397,0.02182397,0,0,0.02182397
30/07/2012 0:00,7158.847453,7184.348949,7170.638699,1,0.00481535,0.00481535,0,0,0.00481535
31/07/2012 0:00,7270.457299,7175.034978,7169.9717,1,0.015470194,0.015470194,0.015470194,0.015470194,0.015470194
1/08/2012 0:00,7267.927037,7167.64153,7169.883702,-1,-0.00034808,0,0,0.00034808,0.00034808
3/08/2012 0:00,7217.477071,7159.910071,7172.287891,-1,-0.006965656,0,0,0.006965656,0.006965656
6/08/2012 0:00,7286.297071,7151.396608,7174.140275,-1,0.009490015,0,0,-0.009490015,-0.009490015
7/08/2012 0:00,7295.426913,7147.283639,7178.434259,-1,0.001252231,0,0,-0.001252231,-0.001252231
8/08/2012 0:00,7319.766646,7146.558642,7181.623444,-1,0.003330747,0,0,-0.003330747,-0.003330747
9/08/2012 0:00,7433.666521,7149.981112,7181.173641,-1,0.015440764,0,0,-0.015440764,-0.015440764
10/08/2012 0:00,7441.086409,7158.770574,7184.611634,-1,0.000997649,0,0,-0.000997649,-0.000997649
13/08/2012 0:00,7436.266119,7174.280001,7187.404023,-1,-0.000648004,0,0,0.000648004,0.000648004
14/08/2012 0:00,7479.216119,7190.881415,7194.008193,-1,0.005759132,0,0,-0.005759132,-0.005759132
15/08/2012 0:00,7467.706406,7210.341825,7205.699936,1,-0.001540078,-0.001540078,0,0,-0.001540078
16/08/2012 0:00,7490.176031,7227.378759,7215.045695,1,0.003004388,0.003004388,0,0,0.003004388
17/08/2012 0:00,7467.886093,7249.436667,7223.726857,1,-0.002980327,-0.002980327,0,0,-0.002980327
20/08/2012 0:00,7431.87649,7265.4041,7231.479019,1,-0.00483359,-0.00483359,0,0,-0.00483359
21/08/2012 0:00,7506.776053,7278.765538,7240.124185,1,0.010027704,0.010027704,0.010027704,0.010027704,0.010027704
22/08/2012 0:00,7496.546119,7302.669434,7247.855751,1,-0.001363689,-0.001363689,0,0,-0.001363689
23/08/2012 0:00,7505.135924,7327.080822,7256.345713,1,0.001145179,0.001145179,0,0,0.001145179
24/08/2012 0:00,7477.495912,7353.382705,7264.672472,1,-0.003689611,-0.003689611,0,0,-0.003689611
27/08/2012 0:00,7468.186384,7378.724582,7272.721029,1,-0.001245782,-0.001245782,0,0,-0.001245782
28/08/2012 0:00,7361.906592,7395.911004,7278.968804,1,-0.014333236,-0.014333236,-0.014333236,-0.014333236,-0.014333236
29/08/2012 0:00,7391.116421,7406.06396,7280.577595,1,0.003959848,0.003959848,0,0,0.003959848
30/08/2012 0:00,7371.406549,7412.096917,7282.937985,1,-0.00267026,-0.00267026,0,0,-0.00267026
31/08/2012 0:00,7397.02655,7417.270892,7283.674183,1,0.003469566,0.003469566,0,0,0.003469566
3/09/2012 0:00,7450.496035,7426.248366,7286.034377,1,0.00720251,0.00720251,0,0,0.00720251
4/09/2012 0:00,7451.316343,7434.458314,7290.603956,1,0.000110095,0.000110095,0.000110095,0.000110095,0.000110095
5/09/2012 0:00,7367.406567,7442.252786,7296.303335,1,-0.011324953,-0.011324953,0,0,-0.011324953
6/09/2012 0:00,7326.687025,7444.634782,7300.893509,1,-0.005542315,-0.005542315,0,0,-0.005542315
7/09/2012 0:00,7424.876522,7439.285807,7303.767705,1,0.013312616,0.013312616,0,0,0.013312616
10/09/2012 0:00,7482.706338,7438.475313,7308.873688,1,0.007758482,0.007758482,0,0,0.007758482
11/09/2012 0:00,7485.095976,7440.797324,7312.60288,1,0.000319304,0.000319304,0.000319304,0.000319304,0.000319304
12/09/2012 0:00,7570.415902,7441.091317,7315.402262,1,0.011334167,0.011334167,0,0,0.011334167
13/09/2012 0:00,7578.765473,7446.226791,7318.444055,1,0.001102313,0.001102313,0,0,0.001102313
14/09/2012 0:00,7738.014752,7450.656263,7321.56824,1,0.020794843,0.020794843,0,0,0.020794843
17/09/2012 0:00,7762.185052,7464.162696,7328.573608,1,0.003118711,0.003118711,0,0,0.003118711
18/09/2012 0:00,7734.22473,7480.678124,7336.44618,1,-0.003608623,-0.003608623,-0.003608623,-0.003608623,-0.003608623
19/09/2012 0:00,7781.874905,7492.050558,7344.932138,1,0.006142049,0.006142049,0,0,0.006142049
20/09/2012 0:00,7727.514799,7506.316998,7355.543291,1,-0.007009989,-0.007009989,0,0,-0.007009989
21/09/2012 0:00,7754.554716,7517.435941,7364.936041,1,0.003493066,0.003493066,0,0,0.003493066
24/09/2012 0:00,7768.264615,7531.288882,7377.409178,1,0.001766419,0.001766419,0,0,0.001766419
25/09/2012 0:00,7734.094848,7546.292793,7390.689714,1,-0.004408338,-0.004408338,-0.004408338,-0.004408338,-0.004408338
26/09/2012 0:00,7669.59514,7564.902206,7403.571452,1,-0.008374628,-0.008374628,0,0,-0.008374628
27/09/2012 0:00,7683.764997,7578.826142,7414.424001,1,0.001845832,0.001845832,0,0,0.001845832
28/09/2012 0:00,7715.125207,7594.444064,7427.118943,1,0.004073054,0.004073054,0,0,0.004073054
1/10/2012 0:00,7675.685444,7610.348997,7438.450699,1,-0.005125117,-0.005125117,0,0,-0.005125117
2/10/2012 0:00,7718.645211,7621.608468,7448.671453,1,0.00558126,0.00558126,0.00558126,0.00558126,0.00558126
3/10/2012 0:00,7684.595072,7634.974911,7462.470394,1,-0.004421173,-0.004421173,0,0,-0.004421173
4/10/2012 0:00,7682.305043,7650.834336,7475.995929,1,-0.000298047,-0.000298047,0,0,-0.000298047
5/10/2012 0:00,7690.615064,7668.615237,7490.060064,1,0.001081125,0.001081125,0,0,0.001081125
8/10/2012 0:00,7615.855637,7681.902164,7504.459198,1,-0.009768421,-0.009768421,0,0,-0.009768421
9/10/2012 0:00,7591.975374,7688.559629,7514.287152,1,-0.003140524,-0.003140524,-0.003140524,-0.003140524,-0.003140524
11/10/2012 0:00,7451.686459,7693.903599,7522.94971,1,-0.018651441,-0.018651441,0,0,-0.018651441
12/10/2012 0:00,7437.00635,7687.967127,7526.574294,1,-0.001971982,-0.001971982,0,0,-0.001971982
15/10/2012 0:00,7418.866295,7680.879171,7529.95588,1,-0.00244214,-0.00244214,0,0,-0.00244214
16/10/2012 0:00,7470.986176,7664.921748,7533.983664,1,0.007000754,0.007000754,0.007000754,0.007000754,0.007000754
17/10/2012 0:00,7464.366089,7650.361804,7537.677446,1,-0.000886499,-0.000886499,0,0,-0.000886499
18/10/2012 0:00,7465.376338,7636.868872,7541.05623,1,0.000135334,0.000135334,0,0,0.000135334
19/10/2012 0:00,7408.726204,7621.043944,7543.968424,1,-0.007617321,-0.007617321,0,0,-0.007617321
22/10/2012 0:00,7373.00664,7605.104514,7543.469617,1,-0.004832943,-0.004832943,0,0,-0.004832943
23/10/2012 0:00,7337.446742,7586.02711,7542.108022,1,-0.004834653,-0.004834653,-0.004834653,-0.004834653,-0.004834653
24/10/2012 0:00,7314.846747,7564.486217,7540.131634,1,-0.003084843,-0.003084843,0,0,-0.003084843
25/10/2012 0:00,7262.047181,7543.523811,7536.844247,1,-0.007244314,-0.007244314,0,0,-0.007244314
26/10/2012 0:00,7134.027742,7523.146414,7532.731063,-1,-0.017785794,0,0,0.017785794,0.017785794
29/10/2012 0:00,7091.637797,7495.659551,7525.608097,-1,-0.005959661,0,0,0.005959661,0.005959661
30/10/2012 0:00,7182.557307,7464.48518,7518.083131,-1,0.012739176,0,0,-0.012739176,-0.012739176
31/10/2012 0:00,7166.017343,7439.828773,7513.096747,-1,-0.002305451,0,0,0.002305451,0.002305451
1/11/2012 0:00,7179.607613,7412.19738,7506.281573,-1,0.001894693,0,0,-0.001894693,-0.001894693
2/11/2012 0:00,7210.437552,7386.948007,7499.942803,-1,0.004284905,0,0,-0.004284905,-0.004284905
5/11/2012 0:00,7185.327314,7363.354633,7494.048835,-1,-0.003488563,0,0,0.003488563,0.003488563
6/11/2012 0:00,7236.647394,7338.090245,7488.205463,-1,0.007116958,0,0,-0.007116958,-0.007116958
7/11/2012 0:00,7287.147165,7319.129833,7483.574684,-1,0.006954102,0,0,-0.006954102,-0.006954102
8/11/2012 0:00,7242.597074,7303.888422,7482.079495,-1,-0.00613228,0,0,0.00613228,0.00613228
9/11/2012 0:00,7293.187177,7293.433953,7479.109108,-1,0.006960795,0,0,-0.006960795,-0.006960795
12/11/2012 0:00,7267.717077,7286.242995,7477.544721,-1,-0.003498426,0,0,0.003498426,0.003498426
13/11/2012 0:00,7136.017479,7278.685534,7474.958531,-1,-0.018287378,0,0,0.018287378,0.018287378
14/11/2012 0:00,7159.717567,7261.937099,7468.66896,-1,0.00331569,0,0,-0.00331569,-0.00331569
15/11/2012 0:00,7143.807482,7246.704673,7462.836985,-1,-0.002224639,0,0,0.002224639,0.002224639
16/11/2012 0:00,7130.037525,7230.62623,7458.365003,-1,-0.001929398,0,0,0.001929398,0.001929398
19/11/2012 0:00,7129.007745,7216.691796,7454.432013,-1,-0.000144439,0,0,0.000144439,0.000144439
20/11/2012 0:00,7145.73765,7204.491851,7448.514637,-1,0.002343988,0,0,-0.002343988,-0.002343988
21/11/2012 0:00,7088.458124,7194.906397,7441.775264,-1,-0.008048201,0,0,0.008048201,0.008048201
22/11/2012 0:00,7105.727577,7183.586965,7433.842507,-1,0.002433315,0,0,-0.002433315,-0.002433315
23/11/2012 0:00,7325.976579,7175.770985,7424.54874,-1,0.030525308,0,0,-0.030525308,-0.030525308
26/11/2012 0:00,7407.336562,7185.368427,7419.492962,-1,0.011044469,0,0,-0.011044469,-0.011044469
27/11/2012 0:00,7430.166537,7201.153365,7412.879398,-1,0.003077336,0,0,-0.003077336,-0.003077336
28/11/2012 0:00,7434.896496,7213.533827,7406.239028,-1,0.000636386,0,0,-0.000636386,-0.000636386
29/11/2012 0:00,7503.515814,7226.977784,7400.252463,-1,0.009187027,0,0,-0.009187027,-0.009187027
30/11/2012 0:00,7580.135584,7243.173195,7394.685282,-1,0.010159401,0,0,-0.010159401,-0.010159401
3/12/2012 0:00,7599.875729,7261.658096,7391.737697,-1,0.002600809,0,0,-0.002600809,-0.002600809
4/12/2012 0:00,7600.945548,7282.385517,7388.644118,-1,0.000140758,0,0,-0.000140758,-0.000140758
5/12/2012 0:00,7649.015155,7300.600425,7385.297736,-1,0.006304248,0,0,-0.006304248,-0.006304248
6/12/2012 0:00,7623.225233,7318.693824,7383.596142,-1,-0.003377363,0,0,0.003377363,0.003377363
7/12/2012 0:00,7642.225147,7337.725232,7382.668744,-1,0.002489271,0,0,-0.002489271,-0.002489271
10/12/2012 0:00,7609.465529,7355.177131,7381.837947,-1,-0.004295874,0,0,0.004295874,0.004295874
11/12/2012 0:00,7613.655452,7372.264553,7379.724754,-1,0.000550468,0,0,-0.000550468,-0.000550468
12/12/2012 0:00,7690.155105,7396.146452,7378.484154,1,0.009997548,0.009997548,0,0,0.009997548
13/12/2012 0:00,7757.054704,7422.668329,7377.914352,1,0.008661761,0.008661761,0,0,0.008661761
14/12/2012 0:00,7698.735144,7453.33069,7379.363544,1,-0.007546665,-0.007546665,0,0,-0.007546665
17/12/2012 0:00,7631.245216,7481.765571,7379.692146,1,-0.008805016,-0.008805016,0,0,-0.008805016
18/12/2012 0:00,7643.705609,7506.877444,7378.504749,1,0.001631481,0.001631481,0.001631481,0.001631481,0.001631481
19/12/2012 0:00,7677.435436,7531.775842,7379.061749,1,0.004403051,0.004403051,0,0,0.004403051
20/12/2012 0:00,7595.425554,7561.224708,7380.77095,1,-0.010739399,-0.010739399,0,0,-0.010739399
21/12/2012 0:00,7519.896111,7585.709607,7383.645732,1,-0.009993842,-0.009993842,0,0,-0.009993842
24/12/2012 0:00,7535.485884,7595.405583,7385.303527,1,0.002070991,0.002070991,0,0,0.002070991
25/12/2012 0:00,7636.535231,7601.813049,7387.635919,1,0.013320683,0.013320683,0.013320683,0.013320683,0.013320683
26/12/2012 0:00,7634.155359,7612.131484,7390.9469,1,-0.000311691,-0.000311691,0,0,-0.000311691
27/12/2012 0:00,7648.375509,7622.094427,7394.342685,1,0.001860968,0.001860968,0,0,0.001860968
28/12/2012 0:00,7699.465122,7629.337412,7398.002669,1,0.006657588,0.006657588,0,0,0.006657588
2/01/2013 0:00,7779.184975,7635.303889,7403.817447,1,0.010300712,0.010300712,0,0,0.010300712
