Date,Adj Close,SMA_20,SMA_50,Return,Strategy1,Strategy4
2/01/2012 0:00,10.5316,10.33052,10.506736,0,0,0
3/01/2012 0:00,10.5316,10.320155,10.506736,0,0,0
4/01/2012 0:00,10.5316,10.31808,10.506736,0,0,0
5/01/2012 0:00,10.5316,10.31186,10.505078,0,0,0
6/01/2012 0:00,10.7804,10.307715,10.496786,0.023349409,0,-0.023349409
9/01/2012 0:00,10.6975,10.33052,10.49347,-0.007719601,0,0.007719601
10/01/2012 0:00,11.0292,10.345035,10.486008,0.030536232,0,-0.030536232
11/01/2012 0:00,11.1536,10.390645,10.488496,0.011216015,0,-0.011216015
12/01/2012 0:00,11.4853,10.448695,10.49596,0.029305641,0,-0.029305641
13/01/2012 0:00,11.4853,10.53577,10.514204,0,0,0
16/01/2012 0:00,11.1536,10.60211,10.527472,-0.029305641,-0.029305641,-0.029305641
17/01/2012 0:00,11.6926,10.656015,10.535766,0.047193847,0.047193847,0.047193847
18/01/2012 0:00,11.817,10.753455,10.55401,0.01058301,0.01058301,0.01058301
19/01/2012 0:00,11.817,10.82809,10.573912,0,0,0
20/01/2012 0:00,11.817,10.90687,10.602108,0,0,0
23/01/2012 0:00,11.817,10.97114,10.626158,0,0,0
24/01/2012 0:00,11.817,11.0437,10.644402,0,0,0
25/01/2012 0:00,11.817,11.112115,10.664304,0,0,0
26/01/2012 0:00,11.817,11.178455,10.685036,0,0,0
27/01/2012 0:00,11.817,11.242725,10.708256,0,0,0
30/01/2012 0:00,12.6048,11.306995,10.735622,0.064538521,0.064538521,0.064538521
31/01/2012 0:00,12.8536,11.410655,10.78289,0.019546234,0.019546234,0.019546234
1/02/2012 0:00,12.895,11.526755,10.831818,0.003215712,0.003215712,0.003215712
2/02/2012 0:00,12.6877,11.644925,10.891524,-0.016206619,-0.016206619,-0.016206619
3/02/2012 0:00,12.7706,11.75273,10.947914,0.006512634,0.006512634,0.006512634
6/02/2012 0:00,12.6877,11.85224,11.001816,-0.006512634,-0.006512634,-0.006512634
7/02/2012 0:00,12.7292,11.95175,11.047426,0.003265547,0.003265547,0.003265547
8/02/2012 0:00,12.7706,12.03675,11.093036,0.003247087,0.003247087,0.003247087
9/02/2012 0:00,12.5218,12.1176,11.13284,-0.019674529,-0.019674529,-0.019674529
10/02/2012 0:00,12.4389,12.169425,11.163522,-0.006642466,-0.006642466,-0.006642466
13/02/2012 0:00,12.3975,12.217105,11.194204,-0.00333382,-0.00333382,-0.00333382
14/02/2012 0:00,12.2316,12.2793,11.227376,-0.013472072,-0.013472072,-0.013472072
15/02/2012 0:00,12.6462,12.30625,11.260546,0.033334008,0.033334008,0.033334008
16/02/2012 0:00,12.5218,12.34771,11.30035,-0.009885649,-0.009885649,-0.009885649
17/02/2012 0:00,12.3975,12.38295,11.338496,-0.009976286,-0.009976286,-0.009976286
20/02/2012 0:00,12.3145,12.411975,11.37996,-0.00671741,-0.00671741,-0.00671741
21/02/2012 0:00,12.4389,12.43685,11.418106,0.010051229,0.010051229,0.010051229
22/02/2012 0:00,12.3975,12.467945,11.464544,-0.00333382,-0.00333382,-0.00333382
23/02/2012 0:00,12.2731,12.49697,11.512642,-0.010084964,-0.010084964,-0.010084964
24/02/2012 0:00,12.356,12.519775,11.563228,0.0067319,0.0067319,0.0067319
27/02/2012 0:00,12.356,12.546725,11.607178,0,0,0
28/02/2012 0:00,12.356,12.534285,11.652788,0,0,0
29/02/2012 0:00,12.8536,12.509405,11.705032,0.039482153,0.039482153,0.039482153
1/03/2012 0:00,12.9779,12.507335,11.755618,0.009623983,0.009623983,0.009623983
2/03/2012 0:00,12.8121,12.521845,11.810348,-0.012857874,-0.012857874,-0.012857874
5/03/2012 0:00,12.5218,12.52392,11.855958,-0.022918912,-0.022918912,-0.022918912
6/03/2012 0:00,12.3975,12.515625,11.899078,-0.009976286,-0.009976286,-0.009976286
7/03/2012 0:00,12.1072,12.49904,11.938054,-0.023694522,-0.023694522,-0.023694522
8/03/2012 0:00,12.2316,12.46587,11.970394,0.01022245,0.01022245,0.01022245
9/03/2012 0:00,12.2316,12.45136,12.004394,0,0,0
12/03/2012 0:00,12.1072,12.440995,12.038394,-0.01022245,-0.01022245,-0.01022245
13/03/2012 0:00,12.5633,12.42648,12.069906,0.036979548,0.036979548,0.036979548
14/03/2012 0:00,12.6048,12.443065,12.11054,0.003297828,0.003297828,0.003297828
15/03/2012 0:00,12.4804,12.440995,12.152004,-0.00991828,-0.00991828,-0.00991828
16/03/2012 0:00,12.3975,12.438925,12.19098,-0.006664574,-0.006664574,-0.006664574
19/03/2012 0:00,12.356,12.438925,12.223322,-0.003353064,-0.003353064,-0.003353064
20/03/2012 0:00,12.4389,12.441,12.256492,0.006686884,0.006686884,0.006686884
21/03/2012 0:00,12.4389,12.441,12.284686,0,0,0
22/03/2012 0:00,12.6877,12.44307,12.310392,0.019804361,0.019804361,0.019804361
23/03/2012 0:00,12.6462,12.4638,12.33444,-0.003276245,-0.003276245,-0.003276245
26/03/2012 0:00,12.356,12.47831,12.357658,-0.023215,-0.023215,-0.023215
27/03/2012 0:00,12.5218,12.47831,12.381706,0.01332935,0.01332935,0.01332935
28/03/2012 0:00,12.5218,12.4866,12.39829,0,0,0
29/03/2012 0:00,12.1901,12.47001,12.412386,-0.026846978,-0.026846978,-0.026846978
30/03/2012 0:00,11.9828,12.43062,12.419848,-0.017151859,-0.017151859,-0.017151859
2/04/2012 0:00,11.7755,12.389155,12.423164,-0.017451186,0,0.017451186
3/04/2012 0:00,11.8999,12.35184,12.422334,0.010508895,0,-0.010508895
4/04/2012 0:00,11.8999,12.32696,12.423992,0,0,0
5/04/2012 0:00,11.6511,12.316595,12.42565,-0.021129401,0,0.021129401
6/04/2012 0:00,11.6097,12.28757,12.422332,-0.003559641,0,0.003559641
9/04/2012 0:00,11.4853,12.256475,12.418186,-0.010772999,0,0.010772999
10/04/2012 0:00,11.734,12.22538,12.395796,0.021422654,0,-0.021422654
11/04/2012 0:00,11.8999,12.183915,12.373404,0.014039386,0,-0.014039386
12/04/2012 0:00,11.6926,12.14867,12.353502,-0.017573834,0,0.017573834
13/04/2012 0:00,11.9828,12.10928,12.3336,0.024516125,0,-0.024516125
16/04/2012 0:00,11.817,12.088545,12.317844,-0.013933116,0,0.013933116
17/04/2012 0:00,11.7755,12.061595,12.30043,-0.003518071,0,0.003518071
18/04/2012 0:00,11.734,12.028425,12.281356,-0.003530491,0,0.003530491
19/04/2012 0:00,12.0243,11.99318,12.260624,0.024438992,0,-0.024438992
20/04/2012 0:00,12.1072,11.96001,12.250674,0.006870715,0,-0.006870715
23/04/2012 0:00,12.4804,11.93306,12.24404,0.030359097,0,-0.030359097
24/04/2012 0:00,12.2316,11.93928,12.245698,-0.020136647,0,0.020136647
25/04/2012 0:00,12.356,11.92477,12.245698,0.010119008,0,-0.010119008
26/04/2012 0:00,12.3975,11.91648,12.239894,0.003353064,0,-0.003353064
27/04/2012 0:00,12.6877,11.92685,12.237408,0.023138181,0,-0.023138181
30/04/2012 0:00,12.6877,11.962095,12.243212,0,0,0
1/05/2012 0:00,12.6877,12.007705,12.250676,0,0,0
2/05/2012 0:00,12.895,12.047095,12.255652,0.016206619,0,-0.016206619
