Date,Adj Close,SMA_20,SMA_50,Return,Strategy1,Strategy4
2/01/2012 0:00,516.872,478.9284,518.2691,0,0,0
3/01/2012 0:00,516.872,481.75935,516.47922,0,0,0
4/01/2012 0:00,516.872,486.1427,514.39712,0,0,0
5/01/2012 0:00,516.872,489.65855,512.49766,0,0,0
6/01/2012 0:00,550.66,492.85475,510.43382,0.063322297,0,-0.063322297
9/01/2012 0:00,547.921,497.786,508.99096,-0.004986443,0,0.004986443
10/01/2012 0:00,544.268,502.2607,507.51158,-0.006689343,0,0.006689343
11/01/2012 0:00,557.966,506.87235,505.9774,0.024856256,0.024856256,0.024856256
12/01/2012 0:00,557.966,511.57535,504.71718,0,0,0
13/01/2012 0:00,547.921,516.7806,503.8953,-0.018166913,-0.018166913,-0.018166913
16/01/2012 0:00,535.136,521.2553,502.74468,-0.023610196,-0.023610196,-0.023610196
17/01/2012 0:00,543.355,525.73,501.55752,0.015241961,0.015241961,0.015241961
18/01/2012 0:00,537.875,529.0632,500.58954,-0.01013669,-0.01013669,-0.01013669
19/01/2012 0:00,537.875,530.47865,499.65806,0,0,0
20/01/2012 0:00,537.875,531.48315,499.5302,0,0,0
23/01/2012 0:00,537.875,532.35065,499.63978,0,0,0
24/01/2012 0:00,537.875,533.12685,499.0188,0,0,0
25/01/2012 0:00,537.875,534.67925,498.61698,0,0,0
26/01/2012 0:00,537.875,536.14035,498.4526,0,0,0
27/01/2012 0:00,537.875,536.7339,498.4526,0,0,0
30/01/2012 0:00,573.49,537.78405,498.76308,0.064114308,0.064114308,0.064114308
31/01/2012 0:00,580.796,540.61495,500.4251,0.012659077,0.012659077,0.012659077
1/02/2012 0:00,600.886,543.81115,502.7081,0.034005656,0.034005656,0.034005656
2/02/2012 0:00,642.894,548.01185,505.42944,0.067574626,0.067574626,0.067574626
3/02/2012 0:00,636.501,554.31295,509.6393,-0.009993869,-0.009993869,-0.009993869
6/02/2012 0:00,616.411,558.605,513.60258,-0.03207204,-0.03207204,-0.03207204
7/02/2012 0:00,602.713,562.0295,516.89924,-0.022472819,-0.022472819,-0.022472819
8/02/2012 0:00,633.762,564.95175,519.511,0.05023236,0.05023236,0.05023236
9/02/2012 0:00,625.543,568.74155,523.37384,-0.013053417,-0.013053417,-0.013053417
10/02/2012 0:00,582.622,572.1204,526.46046,-0.071081467,-0.071081467,-0.071081467
