Date,Adj Close,SMA_20,SMA_50,Return,Strategy1,Strategy4
2/01/2012 0:00,64.8569,64.08254,63.55119,0,0,0
3/01/2012 0:00,64.8569,64.06115,63.621352,0,0,0
4/01/2012 0:00,64.8569,64.078265,63.694936,0,0,0
5/01/2012 0:00,64.8569,64.052595,63.761676,0,0,0
6/01/2012 0:00,64.6857,64.031205,63.828416,-0.002643148,-0.002643148,-0.002643148
9/01/2012 0:00,64.6857,64.095375,63.871196,0,0,0
10/01/2012 0:00,65.4558,64.12104,63.90542,0.011834949,0.011834949,0.011834949
11/01/2012 0:00,65.4558,64.176655,63.951624,0,0,0
12/01/2012 0:00,65.8836,64.262215,63.996116,0.006514443,0.006514443,0.006514443
13/01/2012 0:00,66.3114,64.45473,64.05601,0.006472279,0.006472279,0.006472279
16/01/2012 0:00,64.4291,64.66008,64.105636,-0.028796434,-0.028796434,-0.028796434
17/01/2012 0:00,64.6857,64.77987,64.11077,0.003974763,0.003974763,0.003974763
18/01/2012 0:00,65.6269,64.899655,64.129592,0.014445516,0.014445516,0.014445516
19/01/2012 0:00,65.6269,64.9296,64.174084,0,0,0
20/01/2012 0:00,65.6269,65.002325,64.244244,0,0,0
23/01/2012 0:00,65.6269,65.05794,64.300714,0,0,0
24/01/2012 0:00,65.6269,65.130665,64.314404,0,0,0
25/01/2012 0:00,65.6269,65.182,64.326382,0,0,0
26/01/2012 0:00,65.6269,65.22478,64.348628,0,0,0
27/01/2012 0:00,65.6269,65.26328,64.36574,0,0,0
30/01/2012 0:00,67.3382,65.30178,64.40852,0.02574201,0.02574201,0.02574201
31/01/2012 0:00,67.1671,65.425845,64.500928,-0.002544139,-0.002544139,-0.002544139
1/02/2012 0:00,65.8836,65.541355,64.577936,-0.019293996,-0.019293996,-0.019293996
2/02/2012 0:00,65.7125,65.59269,64.63954,-0.002600382,-0.002600382,-0.002600382
3/02/2012 0:00,65.1991,65.63547,64.70799,-0.007843501,-0.007843501,-0.007843501
6/02/2012 0:00,66.2259,65.66114,64.786708,0.01562596,0.01562596,0.01562596
7/02/2012 0:00,66.2259,65.73815,64.851736,0,0,0
8/02/2012 0:00,66.3114,65.776655,64.916764,0.001290203,0.001290203,0.001290203
9/02/2012 0:00,66.7393,65.819435,64.96639,0.006432157,0.006432157,0.006432157
10/02/2012 0:00,65.7981,65.86222,64.990348,-0.014203022,-0.014203022,-0.014203022
13/02/2012 0:00,65.5414,65.836555,65.00575,-0.003908958,-0.003908958,-0.003908958
14/02/2012 0:00,66.1403,65.89217,65.010884,0.009096239,0.009096239,0.009096239
15/02/2012 0:00,67.1671,65.9649,65.043398,0.015405301,0.015405301,0.015405301
16/02/2012 0:00,67.1671,66.04191,65.079334,0,0,0
17/02/2012 0:00,68.4505,66.11892,65.116982,0.018927312,0.018927312,0.018927312
20/02/2012 0:00,68.4505,66.2601,65.217946,0,0,0
21/02/2012 0:00,68.4505,66.40128,65.303508,0,0,0
22/02/2012 0:00,68.1938,66.54246,65.385648,-0.003757205,-0.003757205,-0.003757205
23/02/2012 0:00,66.8248,66.670805,65.474632,-0.020279382,-0.020279382,-0.020279382
24/02/2012 0:00,67.6805,66.7307,65.570462,0.012723834,0.012723834,0.012723834
27/02/2012 0:00,67.6805,66.83338,65.679984,0,0,0
28/02/2012 0:00,67.6805,66.850495,65.792928,0,0,0
29/02/2012 0:00,69.3917,66.876165,65.900738,0.024969161,0.024969161,0.024969161
1/03/2012 0:00,68.5361,67.05157,65.988012,-0.01240665,-0.01240665,-0.01240665
2/03/2012 0:00,68.4505,67.19275,66.075286,-0.001249757,-0.001249757,-0.001249757
5/03/2012 0:00,67.5093,67.35532,66.154004,-0.01384549,-0.01384549,-0.01384549
6/03/2012 0:00,68.0227,67.41949,66.220742,0.007576107,0.007576107,0.007576107
7/03/2012 0:00,67.6805,67.50933,66.289192,-0.00504337,-0.00504337,-0.00504337
8/03/2012 0:00,68.1938,67.577785,66.347376,0.007555549,0.007555549,0.007555549
9/03/2012 0:00,68.4505,67.65051,66.414114,0.003757205,0.003757205,0.003757205
12/03/2012 0:00,68.4505,67.78313,66.485986,0,0,0
13/03/2012 0:00,69.5629,67.928585,66.557858,0.016120523,0.016120523,0.016120523
14/03/2012 0:00,71.1885,68.099715,66.651978,0.023099909,0.023099909,0.023099909
15/03/2012 0:00,71.1885,68.300785,66.77861,0,0,0
16/03/2012 0:00,69.3917,68.501855,66.905242,-0.025564025,-0.025564025,-0.025564025
19/03/2012 0:00,71.6164,68.548915,66.999362,0.031556834,0.031556834,0.031556834
20/03/2012 0:00,71.1885,68.70721,67.137976,-0.005992809,-0.005992809,-0.005992809
21/03/2012 0:00,72.6431,68.84411,67.25263,0.020227121,0.020227121,0.020227121
22/03/2012 0:00,72.8998,69.066575,67.396376,0.003527486,0.003527486,0.003527486
23/03/2012 0:00,73.0709,69.370325,67.5367,0.002344307,0.002344307,0.002344307
26/03/2012 0:00,71.5308,69.639845,67.67189,-0.021302077,-0.021302077,-0.021302077
27/03/2012 0:00,73.4132,69.83236,67.813924,0.02597563,0.02597563,0.02597563
28/03/2012 0:00,73.1565,70.118995,67.988474,-0.003502774,-0.003502774,-0.003502774
29/03/2012 0:00,71.9586,70.307235,68.139066,-0.016510028,-0.016510028,-0.016510028
30/03/2012 0:00,72.6431,70.47836,68.2657,0.009467456,0.009467456,0.009467456
2/04/2012 0:00,72.8142,70.68799,68.406024,0.002352582,0.002352582,0.002352582
3/04/2012 0:00,72.7287,70.953235,68.54977,-0.001174911,-0.001174911,-0.001174911
4/04/2012 0:00,72.7287,71.188535,68.691806,0,0,0
5/04/2012 0:00,71.103,71.440945,68.833842,-0.02260655,-0.02260655,-0.02260655
