Date,Adj Close,SMA_20,SMA_50,Return,Strategy1,Strategy4
2/01/2012 0:00,18.43608,18.8862925,19.2105298,0,0,0
3/01/2012 0:00,18.43608,18.7990965,19.1991412,0,0,0
4/01/2012 0:00,18.43608,18.740372,19.1863294,0,0,0
5/01/2012 0:00,18.43608,18.674528,19.1706696,0,0,0
6/01/2012 0:00,19.18345,18.606907,19.159281,0.039738314,0,-0.039738314
9/01/2012 0:00,19.32585,18.5837705,19.1621274,0.00739565,0,-0.00739565
10/01/2012 0:00,19.71734,18.560638,19.1649754,0.020054874,0,-0.020054874
11/01/2012 0:00,19.71734,18.5677535,19.1749408,0,0,0
12/01/2012 0:00,19.9309,18.6069025,19.1870418,0.01077284,0,-0.01077284
13/01/2012 0:00,19.96644,18.713677,19.2062604,0.001781573,0,-0.001781573
16/01/2012 0:00,19.39701,18.8151085,19.1998538,-0.028933934,0,0.028933934
17/01/2012 0:00,19.89528,18.9058665,19.1905992,0.025363587,0,-0.025363587
18/01/2012 0:00,19.9309,19.014418,19.1870388,0.001788774,0,-0.001788774
19/01/2012 0:00,19.9309,19.071365,19.1941562,0,0,0
20/01/2012 0:00,19.9309,19.128312,19.209816,0,0,0
23/01/2012 0:00,19.9309,19.1674615,19.2169334,0,0,0
24/01/2012 0:00,19.9309,19.2190695,19.2147978,0,0,0
25/01/2012 0:00,19.9309,19.2831325,19.2133746,0,0,0
26/01/2012 0:00,19.9309,19.3649935,19.2162226,0,0,0
27/01/2012 0:00,19.9309,19.4415155,19.216935,0,0,0
30/01/2012 0:00,21.31894,19.5162565,19.2233416,0.067324588,0.067324588,0.067324588
31/01/2012 0:00,22.13755,19.6603995,19.265339,0.037679382,0.037679382,0.037679382
1/02/2012 0:00,21.56812,19.845473,19.3187266,-0.026058963,-0.026058963,-0.026058963
2/02/2012 0:00,20.0733,20.002075,19.3699788,-0.071825725,-0.071825725,-0.071825725
3/02/2012 0:00,19.7885,20.083936,19.3877758,-0.014289613,-0.014289613,-0.014289613
6/02/2012 0:00,20.35801,20.1141885,19.4062818,0.028373485,0.028373485,0.028373485
7/02/2012 0:00,20.74951,20.1657965,19.426925,0.019048186,0.019048186,0.019048186
8/02/2012 0:00,20.71389,20.217405,19.453975,-0.001718142,-0.001718142,-0.001718142
9/02/2012 0:00,20.74951,20.2672325,19.4909888,0.001718142,0.001718142,0.001718142
10/02/2012 0:00,20.28677,20.308163,19.507361,-0.022553682,-0.022553682,-0.022553682
13/02/2012 0:00,20.42917,20.3241795,19.5159016,0.006994832,0.006994832,0.006994832
14/02/2012 0:00,20.35801,20.3757875,19.520885,-0.003489335,-0.003489335,-0.003489335
15/02/2012 0:00,20.78505,20.398924,19.5358338,0.020759532,0.020759532,0.020759532
